,ID,compositionality_type,question,answers,topic_ids,answer_ids
1191,WebQTest-1081_8d31485ca7edaf1db12d784819495652,comparative,What university did George Washington Carver attend that has number of postgraduates greater than 5544?,"[{'aliases': ['Iowa State University, Ames', 'Iowa State University, main campus', 'Iowa State', 'ISU'], 'answer': 'Iowa State University', 'answer_id': 'm.03v6t'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/03v6t']
1695,WebQTrn-1363_74344bde96ef2b85681fee5b1b5c6d0c,comparative,"In which state, where the governmental jurisdiction location symbol that was adapted after 1933, did Laura Ingalls Wilder live?","[{'aliases': ['KS', 'KA', 'Kans'], 'answer': 'Kansas', 'answer_id': 'm.0488g'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/0488g']
839,WebQTest-820_33d04cfe92d79a2489293e56ff1910c3,comparative,Which of the Harry Potter movies were released prior to 11 November 2010?,"[{'aliases': ['Harry Potter et le Prince de sang-mêlé', 'Harry Potter and the Half-Blood Prince: An IMAX 3D Experience', 'HP and the HBP', 'The Half-Blood Prince'], 'answer': 'Harry Potter and the Half-Blood Prince', 'answer_id': 'm.03hxsv'}, {'aliases': ['Incident on 57th Street'], 'answer': 'Harry Potter and the Goblet of Fire', 'answer_id': 'm.031778'}, {'aliases': ['Harry Potter si Pocalul de Foc', 'O Harry Potter kai to kypelo tis fotias', 'Harry Potter and the Goblet of Fire: The IMAX Experience', 'The Goblet of Fire', 'Harî Pottâ to honoo no goburetto', 'Harry Potter i Plameni pehar', 'Гарри Поттер и кубок огня', 'Harry Potter och Den flammande bägaren', 'Harry Potter et la coupe de feu', 'Harry Potter in ognjeni kelih', 'Harry Potter og eldbikarinn', 'Harry Potter und der Feuerkelch', 'Harry Potter e il calice di fuoco', 'Harry Potter og flammernes pokal', 'Harry Potter e o Cálice de Fogo', 'Harry Potter és a tűz serlege', 'Harry Potter en de vuurbeker', 'Harry Potter a Ohnivá casa', 'Harry Potter ja liekehtivä pikari', 'Harry Potter a Ohnivý pohár', 'Hari Poter i vatreni pehar', 'Haris Poteris ir ugnies taure', 'Harry Potter og ildbegeret', 'Harry Potter y el cáliz de fuego', 'Harry Potter ve ates kadehi', 'Harry Potter i Czara Ognia', 'Harry Potter ja tulepeeker', 'Harry Potter i el calze de foc'], 'answer': ""Harry Potter and the Philosopher's Stone"", 'answer_id': 'm.031786'}, {'aliases': ['Harry Potter and the Prisoner of Azkaban: The IMAX Experience'], 'answer': 'Harry Potter and the Chamber of Secrets', 'answer_id': 'm.03177r'}, {'aliases': ['Harry Potter und der Orden des Phönix', 'The Order of the Phoenix', 'Harry Potter a Fénixuv rád', 'Harry Potter i Zakon Feniksa', 'Harry Potter ve zümrüdüanka yoldasligi', 'Tip Top', 'Harry Potter i red Feniksa', 'Harry Potter a Fénixov rád', 'Harry Potter and the Order of the Phoenix: The IMAX Experience', 'Harry Potter og Fønixordenen', 'Harry Potter e a Ordem da Fénix', 'Harry Potter és a Főnix rendje', 'Harii Pottâ to fushichô no kishidan', 'Harry Potter och Fenixorden', 'Harry Potter en de orde van de Feniks', 'Гарри Поттер и Орден Феникса', 'Harry Potter in Feniksov red', ""Harry Potter et l'ordre du Phénix"", ""Harry Potter i l'orde del Fènix"", 'Harry Potter si Ordinul Phoenix', ""Harry Potter e l'ordine della Fenice"", 'Harry Potter y la orden del Fénix', 'Harry Potter ja Fööniksi ordu', 'Harry Potter ja Feeniksin kilta', 'Harry Potter og Føniksordenen', 'Harry Potter e a Ordem da Fênix', 'O Harry Potter kai to Tagma tou Foinika', 'Haris Poteris ir Fenikso brolija', 'Хари Потър и орденът на феникса', 'Hari Poter I red Feniksa'], 'answer': 'Harry Potter and the Order of the Phoenix', 'answer_id': 'm.031hcx'}, {'aliases': [""Harry Potter and the Sorcerer's Stone""], 'answer': 'Harry Potter and the Prisoner of Azkaban', 'answer_id': 'm.03176f'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/03hxsv', '/m/031778', '/m/031786', '/m/03177r', '/m/031hcx', '/m/03176f']"
982,WebQTrn-1657_e28bbb9313b4cb679ad8a3bd535efe40,comparative,"Which three movies did Miley Cyrus act in, that were released before 2014-05-01?","[{'aliases': [], 'answer': 'Hannah Montana: The Movie', 'answer_id': 'm.0w1x037'}, {'aliases': ['Wizards on Deck With Hannah Montana - Cast-Away To Another Show'], 'answer': 'Super Rhino', 'answer_id': 'm.064qvcw'}, {'aliases': ['Lola', 'LOL: Laughing Out Loud', 'LOL', 'LOL - Pazza del mio migliore amico', 'Summer. Classmates. Love', 'L.O.L.'], 'answer': 'Rock Mafia Presents: The Big Bang', 'answer_id': 'm.0cmddrx'}, {'aliases': ['High School Musical 2: Sing It All Or Nothing!'], 'answer': 'The Last Song', 'answer_id': 'm.0bc5ny'}, {'aliases': [], 'answer': 'Big Fish', 'answer_id': 'm.03ck042'}, {'aliases': [], 'answer': 'LOL', 'answer_id': 'm.0cs2t3x'}, {'aliases': [], 'answer': 'Wizards on Deck with Hannah Montana', 'answer_id': 'm.0swngjg'}, {'aliases': ['Bolt - Un perro fuera de serie 3D', 'Munja', 'American Dog', 'Piorun', 'Bolt - Ein Hund für alle Fälle', 'Grom', 'Blesk', 'Bolt - Un eroe a quattro zampe', 'Bolt - Pes pro kazdý prípad', 'Bolt - Supercão', 'Volt, star malgré lui', 'Volt', 'Boruto', 'Вольт', 'Välk', 'Гръм', 'Bolt - Un perro fuera de serie'], 'answer': 'Family Bond', 'answer_id': 'm.06fcqw'}, {'aliases': [], 'answer': 'Sex and the City 2', 'answer_id': 'm.0g56xqy'}, {'aliases': ['Krupna riba', 'Suur kala', 'Nagy hal', 'Velká ryba', 'Big Fish - Der Zauber, der ein Leben zur Legende macht', 'El gran pez', 'Big fish: La légende du gros poisson'], 'answer': 'Bolt', 'answer_id': 'm.027pfg'}, {'aliases': ['El último beso', 'Son sarki', 'La dernière chanson', 'La ultima canción', 'Mit Dir an meiner Seite', 'To teleftaio tragoudi', 'A Melodia do Adeus', 'Viimane laul', 'The Last Song: Ostatnia piosenka', 'A Última Música', 'Az utolsó dal', 'La última canción', 'Untitled Miley Cyrus ProjectViimane laul'], 'answer': 'Hannah Montana and Miley Cyrus: Best of Both Worlds Concert', 'answer_id': 'm.07ykkx5'}, {'aliases': [], 'answer': 'The World According to Miley Cyrus', 'answer_id': 'm.0crsmk2'}, {'aliases': [], 'answer': 'So Undercover', 'answer_id': 'm.080gfc8'}, {'aliases': ['Sex And The City 2'], 'answer': 'Radio Disney Party Jams: The Concert', 'answer_id': 'm.05h43ls'}, {'aliases': ['Hana Montana: filmas', 'Hannah Montana - The Movie', 'Hannah Montana - La película', 'Hanna Montana - La película', 'Hannah Montana: I tainia', 'Hannah Montana - Der Film', 'Hannah Montana: A film', 'Hannah Montana', 'Hannah Montana - filmen', 'Hannah Montana - Le film', 'Hannah Montana film', 'Hanna Montana - Bíómyndin', 'Hannah Montana - O Filme'], 'answer': 'High School Musical 2', 'answer_id': 'm.02x3lt7'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/0w1x037', '/m/064qvcw', '/m/0cmddrx', '/m/0bc5ny', '/m/03ck042', '/m/0cs2t3x', '/m/0swngjg', '/m/06fcqw', '/m/0g56xqy', '/m/027pfg', '/m/07ykkx5', '/m/0crsmk2', '/m/080gfc8', '/m/05h43ls', '/m/02x3lt7']"
1359,WebQTrn-3358_6f8e8f058666b40fc2b22e7c560898af,comparative,"Who died after October 7, 1849 and influenced Whitman's poetry?","[{'aliases': ['Waldo Emerson Ralph', 'Waldo Ralph Emerson'], 'answer': 'Ralph Waldo Emerson', 'answer_id': 'm.06jkm'}, {'aliases': ['Henry Thoreau', 'Thoreau, Henry David', 'Thoreau'], 'answer': 'Henry David Thoreau', 'answer_id': 'm.0bwx3'}, {'aliases': [""Long 'Un"", 'The Flatboat Man', 'The Jester', 'The Sage of Springfield', 'The Buffoon', 'Man of the People', 'Father Abraham', 'Ancient Abe', 'The Railsplitter', 'The Sectional President', 'Abe Lincoln', 'Uncle Abe', 'Caesar', 'The Tyrany', 'The Tycoon', 'The Illinois Baboon', 'Honest Abe', 'The Martyr President', 'The Grand Wrestler', 'The Great Emancipator'], 'answer': 'Abraham Lincoln', 'answer_id': 'm.0gzh'}, {'aliases': ['O.FO.F.W.W.', 'Wilde Oscar', ""Oscar Fingal O'Flahertie Wills Wilde"", 'Oskar Uayld', 'Wills Wilde', 'Oscàr', 'Grey Crow', 'The infamous St. Oscar of Oxford', 'Sebastian Melmoth', 'Oscar Wilde ', 'C.3.3.', ""Fingal O'Flahertie Wills"", ""Oscar O'Flahertie Wills Wilde""], 'answer': 'Oscar Wilde', 'answer_id': 'm.05np2'}]","['/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/06jkm', '/m/0bwx3', '/m/0gzh', '/m/05np2']"
2990,WebQTrn-538_b53b87661c1d200a9c78573fb889138f,comparative,What countries bordering Russia that have the calling code greater than 372?,"[{'aliases': [], 'answer': 'Ukraine', 'answer_id': 'm.04w8f'}, {'aliases': ['Ukraine Region'], 'answer': 'Georgia', 'answer_id': 'm.07t21'}, {'aliases': ['Republic of Georgia'], 'answer': 'Azerbaijan', 'answer_id': 'm.0d0kn'}, {'aliases': [""Democratic People's Republic of Korea"", 'DPRK'], 'answer': 'Mongolia', 'answer_id': 'm.05b7q'}, {'aliases': ['Republic of Belarus', 'Respublika Belarus’', 'Bellarussiya', 'Bielaruś'], 'answer': 'North Korea', 'answer_id': 'm.0163v'}, {'aliases': ['Republic of Azerbaijan', 'Azərbaycan Respublikası'], 'answer': 'Belarus', 'answer_id': 'm.0jhd'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0k20s', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/04w8f', '/m/07t21', '/m/0d0kn', '/m/05b7q', '/m/0163v', '/m/0jhd']"
2113,WebQTrn-1026_b0615bb0ab6c234eca9558c39de1ba69,comparative,What sights in Madrid are exhibition venues that opened before 3 February 2009?,"[{'aliases': ['Museo del Prado, Madrid', 'Prado Museum'], 'answer': 'Museo Nacional Del Prado', 'answer_id': 'm.01hlq3'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/01hlq3']
1754,WebQTest-820_e7cf3811a567fa2616dd939f6c244f15,comparative,Which of the Harry Potter films has a Netflix ID smaller than 60022665?,"[{'aliases': [""Harry Potter and the Sorcerer's Stone""], 'answer': ""Harry Potter and the Philosopher's Stone"", 'answer_id': 'm.03176f'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/03176f']
1668,WebQTest-426_3262810ea731d4d41d8de2942c0797b8,comparative,In what location with a population greater than 2221817 are the Giza pyramids found?,"[{'aliases': ['Arab Republic of Egypt'], 'answer': 'Egypt', 'answer_id': 'm.02k54'}, {'aliases': ['Giza, Egypt'], 'answer': 'Giza', 'answer_id': 'm.012b0q'}]","['/m/0g84t93', '/m/0g84t93', '/m/0k20s', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/02k54', '/m/012b0q']"
856,WebQTrn-1754_d083fad46cc656affe182b7bc8c71249,comparative,What artist passed away after 1984-08-25 and was said to have influenced Andy Warhol's work?,"[{'aliases': ['SAMO', 'Jean Michel Basquiat'], 'answer': 'Tom of Finland', 'answer_id': 'm.041st'}, {'aliases': ['Milton Ernest Rauschenberg'], 'answer': 'Robert Rauschenberg', 'answer_id': 'm.01sj_s'}, {'aliases': [], 'answer': 'John Cage', 'answer_id': 'm.07kwmh'}, {'aliases': ['Touko Laaksonen', 'Tom'], 'answer': 'Jack Smith', 'answer_id': 'm.024hjy'}, {'aliases': ['John Milton Cage', 'John Milton Cage Jr.'], 'answer': 'Jean-Michel Basquiat', 'answer_id': 'm.0hgqq'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/041st', '/m/01sj_s', '/m/07kwmh', '/m/024hjy', '/m/0hgqq']"
3152,WebQTrn-2190_68c76e9f4f1462b18821012801231959,comparative,What location is home to Sam Shepard and also possesses a GNIS feature ID below 1661479?,"[{'aliases': ['Stillwater, Minnesota', 'Washington County / Stillwater city'], 'answer': 'Duarte', 'answer_id': 'm.0wmtg'}, {'aliases': ['Los Angeles County / Duarte city', 'Duarte, California'], 'answer': 'Stillwater', 'answer_id': 'm.0r06n'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/0wmtg', '/m/0r06n']"
961,WebQTrn-909_2f842739addc0c55fb26b31fefb43184,comparative,What city has a GNS feature ID of less of 661145 and is the home of Bob Dylan?,"[{'aliases': ['Minneapolis, Minnesota', 'Hennepin County / Minneapolis city'], 'answer': 'Minneapolis', 'answer_id': 'm.0fpzwf'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/0fpzwf']
1291,WebQTrn-3252_bc9d994afa57df43a980b18e9600b5b2,comparative,What country has a polulation of less than 3345501 and has the niger river flowing through it.?,"[{'aliases': [], 'answer': 'Niger', 'answer_id': 'm.0164v'}, {'aliases': ['Republic of Niger'], 'answer': 'Benin', 'answer_id': 'm.05cc1'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/0164v', '/m/05cc1']"
1856,WebQTest-937_b834d806315eadffde146e2340130c8c,comparative,What Arabic speaking countries have a calling code above 973?,"[{'aliases': ['Dawlat Qaṭar', 'State of Qatar'], 'answer': 'Qatar', 'answer_id': 'm.0697s'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/0697s']
1949,WebQTrn-3358_3c09408cad7b59a629ad476d9a169931,comparative,Which person both influenced Walt Whitman's poetry and caused him to lose his employment with the government after 1865-03-03?,"[{'aliases': [""Long 'Un"", 'The Flatboat Man', 'The Jester', 'The Sage of Springfield', 'The Buffoon', 'Man of the People', 'Father Abraham', 'Ancient Abe', 'The Railsplitter', 'The Sectional President', 'Abe Lincoln', 'Uncle Abe', 'Caesar', 'The Tyrany', 'The Tycoon', 'The Illinois Baboon', 'Honest Abe', 'The Martyr President', 'The Grand Wrestler', 'The Great Emancipator'], 'answer': 'Abraham Lincoln', 'answer_id': 'm.0gzh'}]","['/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/0gzh']
1166,WebQTrn-1907_cde252700f2feba6f0313ac7bb6805df,comparative,What college David Duke attended is the university with more than 5085 postgraduate students enrolled?,"[{'aliases': ['Louisiana State University and Agricultural & Mechanical College', 'Louisiana State', 'Louisiana State University and Agricultural and Mechanical College', 'Baton Rouge Louisiana State University', 'LSU', 'Louisiana State University, main campus'], 'answer': 'Louisiana State University', 'answer_id': 'm.01pl14'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/01pl14']
2311,WebQTrn-2525_4544146de63cc8427f933dcff23a90d4,comparative,"Which University with less that 27725 undergraduates, did Jerry Spinelli attend?","[{'aliases': ['Gettysburg College, main campus', 'Johns Hopkins'], 'answer': 'Johns Hopkins University', 'answer_id': 'm.02hft3'}, {'aliases': ['TU', 'Temple', 'Temple University, Philadelphia'], 'answer': 'Temple University', 'answer_id': 'm.01jt2w'}, {'aliases': ['Johns Hopkins University, main campus', 'JHU', 'Gettysburg', 'Johns Hopkins University, Baltimore'], 'answer': 'Gettysburg College', 'answer_id': 'm.09kvv'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/02hft3', '/m/01jt2w', '/m/09kvv']"
1535,WebQTrn-3012_c568501f39e56882999e02d0ace8c336,comparative,What country borders China and has an ISO numeric greater than 704?,"[{'aliases': [], 'answer': 'Tajikistan', 'answer_id': 'm.07dvs'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/07dvs']
726,WebQTest-1382_0cf1031fcb74817dc13720bf87a54fc7,comparative,What countries neighboring Argentina have a country calling code higher than 591?,"[{'aliases': ['Corazon de America', 'Heart of America', 'Republic of Paraguay', 'Corazón de América'], 'answer': 'Paraguay', 'answer_id': 'm.05v10'}, {'aliases': ['Eastern Republic of the Uruguay', 'Republic East of the Uruguay', 'Eastern Republic of Uruguay', 'Oriental Republic of Uruguay'], 'answer': 'Uruguay', 'answer_id': 'm.07twz'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/05v10', '/m/07twz']"
1219,WebQTrn-3358_66fd2ddbb895bc9a64c4d0b0e160c13a,comparative,"Who influenced Whitman's poetry that started his governmental position after March 7, 1861?","[{'aliases': [""Long 'Un"", 'The Flatboat Man', 'The Jester', 'The Sage of Springfield', 'The Buffoon', 'Man of the People', 'Father Abraham', 'Ancient Abe', 'The Railsplitter', 'The Sectional President', 'Abe Lincoln', 'Uncle Abe', 'Caesar', 'The Tyrany', 'The Tycoon', 'The Illinois Baboon', 'Honest Abe', 'The Martyr President', 'The Grand Wrestler', 'The Great Emancipator'], 'answer': 'Abraham Lincoln', 'answer_id': 'm.0gzh'}]","['/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/0gzh']
